id,pid,company,email,bd_manager,team,channel,l0,seller_tier,account_status,risk_tier,wfs_adoption,wmc_adoption,brand_adoption,cq_meet,pl_score,call_priority,launch_date,phone_number_1,sf_phone,first_sale,blocker,notes,next_action_date,next_action,contacted,last_contact,attempt_count,created_at,updated_at
1090,10003076365,ABLE WEALTH TRADING LIMITED,13040882937@163.com,Renee Luo,T1,Outbound,HOME,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,2/4/2026,13040882937,13040882937,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1091,10003102982,XINHENG TECHNOLOGY LIMITED,xinhengkeji2026@163.com,Emily Qiu,T1,Outbound,ETS,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,2/4/2026,18566375371,18566375371,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1092,10003105309,"HONG KONG MIAOHUI TECHNOLOGY CO., LIMITED",yinyinshuitiaotia@163.com,Linda Liao,T1,Outbound,APPAREL,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,2/4/2026,15917508383,15917508383,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1093,10003105333,dongguanshiaodongzhinengkejiyouxiangongsi,yyx5225242@gmail.com,Matt Qin,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/4/2026,18688702852,18688702852,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1094,10003105198,nanjingmingchuandianzikejiyouxiangongsi,mingchuan_walmart@126.com,Darren Yang,T1,Outbound,HARDLINES,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,2/4/2026,13852283374,13852283374,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1095,10003106245,shanweishichengquqiongyushangmaoyouxiangongsi,geshoushu@qq.com,Kunming Liu,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/4/2026,17606601310,17606601310,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1096,10003079541,EVERCREST INTERNATIONAL LIMITED,evercresthk003@outlook.com,Luna Ding,T1,Outbound,ETS,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,2/4/2026,18007698372,18007698372,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1097,10003109226,shanghaitioumaoyiyouxiangongsi,wenwen76543210@foxmail.com,Grace Ge,Inbound,Inbound,APPAREL,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/4/2026,13033073055,13033073055,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1098,10003110847,yiwushihuichongshipinyouxiangongsi,huichongshipin@163.com,Mona Hu,T1,Outbound,APPAREL,Base,ACTIVE,Medium Risk,0,0,1,1,2,Tier2,2/4/2026,18268171364,18268171364,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1099,10003076518,"KTC TECHNOLOGY (HONGKONG) CO., LIMITED",ktcwalmart@yeah.net,Cynthia Wang,T1,Outbound,ETS,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/5/2026,18813922740,18813922740,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1100,10003104788,foshanshixinyuewenhuachuanboyouxiangongsi,hf20251115@outlook.com,Bobby Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,2/5/2026,13702602286,13702602286,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1101,10003106236,shenzhenshichuangxinyidianshangyouxiangongsi,1798381434@qq.com,Fermi Chen,T1,Outbound,HOME,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/5/2026,13502849442,13502849442,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1102,10003107264,STARALUX TECH LIMITED,staraluxwalmart@outlook.com,Austen Wang,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,2/5/2026,18318020434,18318020434,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1103,10003107391,ningbochuangsijiajinchukouyouxiangongsi,9950257@qq.com,Amber Zhu,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/5/2026,18868677988,18868677988,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1104,10003108727,dingnuoyadianzi(henan)youxiangongsi,18530070540n@sina.cn,Yao Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/5/2026,18530070540,18530070540,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1105,10003107955,ningbokejikejiyouxiangongsi,kjwrm@outlook.com,Darren Yang,T1,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/5/2026,13586935977,13586935977,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1106,10003099349,ningbosimangexinxikejiyouxiangongsi,elaine@slowslog.com,Roy Sun,T1,Outbound,HOME,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/5/2026,18758305893,18758305893,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1107,10003102089,zhongshanshijiajinwangluokejiyouxiangongsi,17688146647@163.com,Kairo Huang,Inbound,Inbound,ETS,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/5/2026,15521557396,15521557396,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1108,10003109193,henanshengzonghongzhinengkejiyouxiangongsi,15649012638z@sina.com,Yao Li,T2,Outbound,HOME,,,,0,0,1,1,2,Tier2,2/5/2026,15649012638,15649012638,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1109,10003053394,tongluzhuoyuejinchukouyouxiangongsi,sisipromos@gmail.com,Philippe Wang,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/6/2026,13968016281,13968016281,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1110,10003108600,taianjiayeshengyeyouxiangongsi,z15069841016@outlook.com,Yao Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,2/6/2026,15550861226,15550861226,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1111,10003110830,yiwubaiaoxinwangluokejiyouxiangongsi,1841077086@qq.com,Panpan Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/6/2026,18969120966,18969120966,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1112,10003098187,qingdaoyilvjiajukejiyouxiangongsi,rock@etriphome.com,Brandon Yao,T1,Outbound,FCHW,Growth,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/6/2026,15020067855,15020067855,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1113,10003111493,shenzhenxingshuokejiyouxiangongsi,13691712334@163.com,Fammy Wen,T1,Outbound,APPAREL,Growth,ACTIVE,Low Risk,0,0,1,1,2,Tier2,2/6/2026,18319014592,18319014592,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1114,10003099498,xiamenyuzeyuanmaoyiyouxiangongsi,yuzeyuan159357@163.com,Linda Liao,T1,Outbound,APPAREL,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,2/7/2026,18659007161,18659007161,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1115,10003120452,jinyunxianxiaoyunshangmaoyouxiangongsi,jydhtwlkj@outlook.com,Renee Luo,T1,Outbound,HOME,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,3/11/2026,15967252510,15967252510,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1116,10003126659,xianqinhanshengwangluokejiyouxiangongsi,syz_blue@hotmail.com,Leeom Zheng,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,3/12/2026,13319206262,13319206262,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1117,10003127149,zhuhaiwanshitongkejiyouxiangongsi,3923401787@qq.com,Cassie Guan,T1,Outbound,FCHW,Base,ACTIVE,,0,0,1,1,2,Tier2,3/12/2026,17688971721,17688971721,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1118,10003123501,"HONG KONG QIANRUI TECHNOLOGY CO., LIMITED",tingsong1111@163.com,Brandon Yao,T1,Outbound,FCHW,Base,ACTIVE,,1,0,0,1,2,Tier2,3/12/2026,44667887,44667887,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1119,10003127118,shenzhenshichuangzhihuichengkejiyouxiangongsi,jiangjungle7@gmail.com,Queena Zhao,Inbound,Inbound,ETS,Base,ACTIVE,,0,0,1,1,2,Tier2,3/13/2026,18408282750,18408282750,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1120,10001640079,quan zhou mei ke dian zi shang wu you xian gong si,qzmeike2024@163.com,Leeom Zheng,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,3/14/2024,15160403536,15160403536,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1121,10003114298,"Pengzhang Technology Co.,Limited",my202602021688@163.com,Mika Li,T2,Outbound,FCHW,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,3/2/2026,47489292,47489292,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1122,10003110150,"Shenzhen Yutuo Electronic Information Technology Co., Ltd.",ytwmt689@yeah.net,Lynn He,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,3/2/2026,18529548689,18529548689,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1123,10003073901,shenzhenshimuzijiajuyouxiangongsi,zhangwei7898@outlook.com,Frank Liu,T2,Outbound,HOME,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,3/2/2026,18098972860,18098972860,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1124,10003120543,hangzhouweikemaoyiyouxiangongsi,walmart@craftcision.com,Austen Wang,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,3/2/2026,13588823587,13588823587,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1125,10003121773,INVENGO HOLDINGS (HONG KONG) LIMITED,vengoplay@outlook.com,Nancy Jian,T1,Outbound,FCHW,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,3/2/2026,18926410119,18926410119,Yes,,Waiting for the goods be arrived WFS,2026-05-20,Deliver WFS,Yes,2026-05-22,1,2026-04-23 01:43:16,2026-04-23 01:43:16
1126,10003113304,jiangxiruofeimaoyiyouxiangongsi,zhaofeiwu@aliyun.com,Eleven Yao,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,3/2/2026,15656068800,15656068800,Yes,,,2026-04-30,,Yes,2026-04-21,1,2026-04-23 01:43:16,2026-04-23 01:43:16
1127,10003103391,shenzhenshibeinengjiadikejiyouxiangongsi,fyao16891@gmail.com,Cynthia Wang,T1,Outbound,ETS,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,3/3/2026,13420954165,13420954165,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1128,10003115569,xiamenshangbaoshangshiyeyouxiangongsi,sogebo2026@outlook.com,Jason Lin,T1,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,3/3/2026,18806039242,18806039242,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1129,10003121115,henanshenshuowangluokejiyouxiangongsi,shenshuo20261@outlook.com,Esme Yang,T2,Outbound,FCHW,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,3/4/2026,17268923306,17268923306,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1130,10003121823,hubeituruizhekejiyouxiangongsi,jiangfu03lazada@163.com,Cindy Li,T2,Outbound,FCHW,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,3/4/2026,13296603571,13296603571,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1131,10003122429,zhuhaioudikejiyouxiangongsi,3946279037@qq.com,Hill Ding,T1,Outbound,ETS,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,3/5/2026,18128115608,18128115608,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1132,10003104590,D.A.K. INDUSTRIAL COMPANY LIMITED,dakmp@dakindustrial.com,Kay Feng,T1,Outbound,HARDLINES,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,3/6/2026,98189811,98189811,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1133,10003123505,guangzhouqianjibiandianzishangwuyouxiangongsi,wqianjibian@outlook.com,Renee Luo,T1,Outbound,HOME,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,3/6/2026,13078481207,13078481207,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1134,10003121861,hunanyuanliangjiankangkejiyouxiangongsi,m18062725807@163.com,Cindy Li,T2,Outbound,FCHW,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,3/9/2026,13419547450,13419547450,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1135,10003124016,wuhanshimilashankejiyouxiangongsi,mlrdwls@126.com,Ada Deng,Inbound,Inbound,HOME,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,3/9/2026,13480723520,13480723520,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1136,10003121177,wenzhoushihaikuerdianzishangwuyouxiangongsi,wmhaikuer@outlook.com,Jessica Wang,T2,Outbound,FCHW,Base,ACTIVE,,0,0,1,1,2,Tier2,3/9/2026,13806870900,13806870900,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1137,10002812705,Hefei lanhuaite dianzishangwu youxianzeren gongsi,voltportwmt@gmail.com,Esme Yang,T2,Outbound,HARDLINES,Base,ACTIVE,Medium Risk,0,0,1,1,2,Tier2,4/7/2025,18119999375,18119999375,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1138,10002884136,zhongshanshiruishengzhubaoyouxiangongsi,17728488986@163.com,Demi Rao,T1,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,5/30/2025,13425539886,13425539886,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1139,10002888489,tongchengshanlihuwaiyongpinyouxiangongsi,merlinforest@saniwerkecreate.com,Matt Qin,T2,Outbound,HARDLINES,Base,ACTIVE,Medium Risk,0,0,1,1,2,Tier2,6/13/2025,15255102359,15255102359,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1140,10002942871,dongguanshileiqingdianzishiyeyouxiangongsi,h13592762316@163.com,Luna Ding,T1,Outbound,ETS,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,7/21/2025,13592762316,13592762316,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1141,10002946983,fuzhoulanbowangxinxikejiyouxiangongsi,lynn_numberone@163.com,Phoebe Li,T2,Outbound,APPAREL,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,7/29/2025,18059163585,18059163585,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1142,10002535295,shenzhenshialierkejiyouxiangongsi,188221006@qq.com,Lilia Li,T2,Outbound,,Base,ACTIVE,Low Risk,1,0,0,1,2,Tier2,7/3/2024,13530809901,13530809901,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1143,10002891417,suzhoumeidasijiajuyouxiangongsi,mifurn@163.com,Renee Luo,T1,Outbound,HOME,Base,ACTIVE,,0,0,1,1,2,Tier2,7/7/2025,17712662820,17712662820,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1144,10002951078,shenzhenshitongyufangjiaoyukejiyouxiangongsi,tyfang721@163.com,Angel Xu,T1,Outbound,ETS,Base,ACTIVE,High Risk,1,0,0,1,2,Tier2,8/27/2025,13510281613,13510281613,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1145,10002955411,ningbocongyuekejichuangxinyouxiangongsi,info@denvix.com,Zoe Zhao,T1,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,8/28/2025,15381932679,15381932679,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1146,10002955434,fujianrencongzhongdianzishangwuyouxiangongsi,rczymx_us@163.com,Jane Liu,T1,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,8/6/2025,15715920673,15715920673,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1147,10002983466,shenzhenshiledeweikejiyouxiangongsi,zhangxiaojun@gingerway.com,Julio He,T1,Outbound,FCHW,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,9/17/2025,13509633831,13509633831,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1148,10002984457,yiwushijiahengfushiyouxiangongsi,yogastore02@163.com,Linda Liao,T1,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,0,1,1,2,Tier2,9/19/2025,15067919113,15067919113,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1149,10002989722,OVAN (HONG KONG)TECHNOLOGY LIMITED,walmart-ovan@wie-home.com,Luna Ding,T1,Outbound,ETS,Growth,ACTIVE,Low Risk,0,0,1,1,2,Tier2,9/28/2025,18924655880,18924655880,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1150,10002962662,shanghaiqingshankejiyouxiangongsi,clearhill66@outlook.com,Sijie Wen,T2,Inbound,HOME,Base,ACTIVE,,1,0,0,1,2,Tier2,9/7/2025,13003110045,13003110045,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1151,10003080308,yiwushidulaimaoyiyouxiangongsi,hezhixiong1213@163.com,Austen Wang,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/1/2026,13599893535,13599893535,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1152,10003071846,"WAASING NETWORK TECHNOLOGYCO., LIMITED",huashengwangluo@outlook.com,Kunming Liu,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/12/2026,13077870343,13077870343,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1153,10003080760,winspirelimited,huicang00@gmail.com,Kunming Liu,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/12/2026,59033213,59033213,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1154,10003080255,dongguanshiyecaokejiyouxiangongsi,laijianling1225@163.com,Kunming Liu,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/12/2026,15728824930,15728824930,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1155,10003068920,hongkongnexalinkcompanylimited,1345580213@qq.com,Bella Zheng,T1,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/12/2026,13437176773,13437176773,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1156,10003062490,Coutus Trading Limited,yazhizhiaf@163.com,Jason Yu,T1,Outbound,FCHW,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/12/2026,13159109160,13159109160,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1157,10003082313,lanboxing(shenzhen)xinnengyuankejiyouxiangongsi,lambolt-walmart@outlook.com,Vincent Zhang,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/13/2026,18025971619,18025971619,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1158,10003080577,nanjingkunxilaikeshangmaoyouxiangongsi,kunxilaike@outlook.com,Suzie Liu,T2,Outbound,ETS,Base,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,1/13/2026,13951732762,13951732762,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1159,10003075585,quanzhoushifengzequkuhemaoyiyouxiangongsi,kuhemaoyigongsi@163.com,Jackie Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/13/2026,13960306803,13960306803,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1160,10003083256,taiyuantianxinmaoyiyouxiangongsi,tiantian7787w@163.com,Luyao Shang,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/13/2026,18435157787,18435157787,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1161,10003086252,HK NINE TAILED FOX GROUP LIMITED,chalin@hanyankj.com,Bobby Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/13/2026,13335728810,13335728810,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1162,10003098180,shenzhenshiaisitikedianzishangwuyouxiangongsi,3064108749@qq.com,Amber Zhu,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/13/2026,18529582760,18529582760,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1163,10003100246,changzhouyanjiandianzishangwuyouxiangongsi,740451330@qq.com,Vanko Chen,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/14/2026,18118373360,18118373360,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1164,10003081588,zhengzhouqufushangmaoyouxiangongsi,qcs18012402292@163.com,Kunming Liu,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/14/2026,13685128012,13685128012,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1165,10003086248,hongkongrevointernationaltradecolimited,revo2026@163.com,Vincent Zhang,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/14/2026,7018902132,7018902132,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1166,10003068981,anhuijintieshangmaoyouxiangongsi,yongwei13709249737@163.com,Ivy Fu,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/14/2026,18267188960,18267188960,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1167,10003079735,nanyangziyueshangmaoyouxiangongsi,zy28700@outlook.com,Yao Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/14/2026,17656652575,17656652575,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1168,10003083543,"Hong Kong Zhiyuan Furniture Co., Limited",zhiyuan632@outlook.com,Panpan Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/14/2026,2052228920,2052228920,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1169,10003085913,zhengzhouguanshanwangluokejiyouxiangongsi,guanshanwl@outlook.com,Suzie Liu,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/14/2026,15896903191,15896903191,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1170,10003082782,milletechnologycolimited,yekekewoerma@outlook.com,Kunming Liu,T2,Outbound,APPAREL,Base,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,1/15/2026,18971961968,18971961968,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1171,10003072402,qingdaoangjiyouxuandianzishangwuyouxiangongsi,846878662@qq.com,Yao Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/15/2026,15336416039,15336416039,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1172,10003064838,"Hong Kong LOVFEN Industrial Co., Limited",info@funepoxy.com,Kay Feng,T1,Outbound,HARDLINES,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/15/2026,15197906853,15197906853,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1173,10003070070,"HONG KONG INK AND COLOR CO., LIMITED",commutebrow@163.com,Bobby Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/15/2026,15552288096,15552288096,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1174,10003080644,zhanjiangtaisenshangmaoyouxiangongsi,linguansensen@163.com,Amber Zhu,T2,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/15/2026,18575945159,18575945159,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1175,10003080266,HONG KONG RT TECHNOLOGY LIMITED,ruitu140@163.com,Lily Liu,T1,Outbound,HARDLINES,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/15/2026,15088703140,15088703140,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1176,10002935525,guangzhouyanqiaofuzhuangyouxiangongsi,hfdzvub5tlcy43@126.com,Linda Liao,T1,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/15/2026,18925257496,18925257496,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1177,10003098252,dongguanshishengcaiwujinyouxiangongsi,enzhenxi@126.com,Amber Zhu,T2,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/15/2026,17685283440,17685283440,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1178,10003097777,HongKong TengTai Ecommerce  Limited,emmiolnew@outlook.com,Jane Liu,T1,Outbound,APPAREL,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/15/2026,18613977904,18613977904,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1179,10003099350,quanzhoutaishangtouziqujiyuelangtiyuyongpinyouxiangongsi,15356515424@163.com,Phoebe Li,T2,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/15/2026,18659901830,18659901830,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1180,10003074969,yuyaoshiyisibeierdianqiyouxiangongsi,esplwlmt@163.com,Darren Yang,T1,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/16/2026,19329008955,19329008955,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1181,10003081400,shenzhenshilanzhongzhixingkejiyouxiangongsi,lanzhongzhixing01@163.com,Luyao Shang,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/16/2026,15712184858,15712184858,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1182,10003074355,DREAMXIANG LIMITED,dreamxiangwm@outlook.com,Darren Yang,T1,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/16/2026,95973246,95973246,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1183,10003077140,hubeichenximaoyiyouxianzerengongsi,18507140299@163.com,Lilia Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,1/16/2026,18507140299,18507140299,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
